OBJECTID,ISSUE_DATE,PERMIT_TYPE_NAME,PERMIT_SUBTYPE_NAME,APPLICATION_STATUS_NAME,FULL_ADDRESS,ZONING,LASTMODIFIEDDATE,CITY,STATE,LATITUDE,LONGITUDE,ZIPCODE,WARD,ANC,DISTRICT,PSA,NEIGHBORHOODCLUSTER,BUSINESSIMPROVEMENTDISTRICT,gis_id
406936,2016-02-01T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1301 PENNSYLVANIA AVE SE, WASHINGTON, DC 20003",,2016-07-18T08:11:27.000Z,WASHINGTON,DC,38.881108,-76.988115,20003,6,6B,FIRST,106,26,CAPITOL HILL BID,Nbclus_026
406937,2016-02-01T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"110 IRVING ST NW 3D, WASHINGTON, DC 20010",*,2016-07-30T08:14:30.000Z,WASHINGTON,DC,38.929652,-77.015648,20010,5,5C,FOURTH,405,21,NONE,Nbclus_021
406938,2016-02-01T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"128 S ST NW, WASHINGTON, DC 20001",,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.913888,-77.01319,20001,5,5C,FIFTH,501,21,NONE,Nbclus_021
406939,2016-02-01T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1201 F ST NW, WASHINGTON, DC 20004",DD/C-4,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.897657,-77.028521,20004,2,2F,FIRST,101,8,DOWNTOWN BID,Nbclus_008
406940,2016-02-01T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"601 NEW JERSEY AVE NW 9TH FLOOR, WASHINGTON, DC 20001",,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.897853,-77.011533,20001,6,6C,FIRST,103,8,DOWNTOWN BID,Nbclus_008
406941,2016-02-01T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,800 21ST ST NW 20052,,2016-07-18T08:11:27.000Z,WASHINGTON,DC,38.899895,-77.047198,20006,2,2A,SECOND,207,5,NONE,Nbclus_005
406942,2016-02-01T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1701 PENNSYLVANIA AVE NW, WASHINGTON, DC 20006",C-4,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.899337,-77.039824,20006,2,2B,SECOND,207,6,GOLDEN TRIANGLE BID,Nbclus_006
406740,2016-02-05T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"7130 CHESTNUT ST NW, WASHINGTON, DC 20012",,2016-07-30T08:14:30.000Z,WASHINGTON,DC,38.977226,-77.019628,20012,4,4B,FOURTH,401,17,NONE,Nbclus_017
406741,2016-02-05T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"620 FRANKLIN ST NE, WASHINGTON, DC 20017",R-4,2016-07-19T08:12:12.000Z,WASHINGTON,DC,38.925768,-76.997374,20017,5,5C,FIFTH,502,21,NONE,Nbclus_021
406742,2016-02-05T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1520 NORTH CAROLINA AVE NE, WASHINGTON, DC 20002",,2016-07-30T08:14:30.000Z,WASHINGTON,DC,38.893022,-76.983083,20002,6,6A,FIRST,108,25,NONE,Nbclus_025
406743,2016-02-05T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"34 P ST NE, WASHINGTON, DC 20002",C-3-C,2016-07-30T08:14:30.000Z,WASHINGTON,DC,38.909821,-77.00754,20002,5,5C,FIFTH,502,21,NOMA BID,Nbclus_021
406744,2016-02-05T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1508 KINGMAN PL NW, WASHINGTON, DC 20005",R-5-B,2016-07-30T08:14:30.000Z,WASHINGTON,DC,38.91027,-77.031111,20005,2,2F,THIRD,307,7,NONE,Nbclus_007
406745,2016-02-05T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"4000 VAN NESS ST NW, WASHINGTON, DC 20016",,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.942672,-77.079022,20016,3,3E,SECOND,204,11,NONE,Nbclus_011
406981,2016-02-05T00:00:00.000Z,CONSTRUCTION,ADDITION,PERMIT ISSUED,"4428 ORD ST NE, WASHINGTON, DC 20019",,2016-05-26T15:55:41.000Z,WASHINGTON,DC,38.908755,-76.939238,20019,7,7D,SIXTH,601,29,NONE,Nbclus_029
406982,2016-02-05T00:00:00.000Z,CONSTRUCTION,ADDITION ALTERATION REPAIR,PERMIT ISSUED,"4527 MACARTHUR BLVD NW, WASHINGTON, DC 20007",R-5-A,2016-07-19T08:12:12.000Z,WASHINGTON,DC,38.908967,-77.085874,20007,3,3D,SECOND,205,13,NONE,Nbclus_013
406983,2016-02-05T00:00:00.000Z,CONSTRUCTION,ADDITION ALTERATION REPAIR,PERMIT ISSUED,"3615 WARDER ST NW, WASHINGTON, DC 20010",R-4,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.935482,-77.020932,20010,1,1A,FOURTH,409,2,NONE,Nbclus_002
406984,2016-02-05T00:00:00.000Z,CONSTRUCTION,ADDITION ALTERATION REPAIR,PERMIT ISSUED,"100 GALLATIN ST NE, WASHINGTON, DC 20011",,2016-07-25T08:06:10.000Z,WASHINGTON,DC,38.952862,-77.007479,20011,5,5A,FOURTH,405,19,NONE,Nbclus_019
406985,2016-02-05T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"826 7TH ST NE, WASHINGTON, DC 20002",R-4,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.900997,-76.99643,20002,6,6C,FIRST,104,25,NONE,Nbclus_025
406986,2016-02-05T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,REVIEW IN PROCESS,"1771 U ST NW, WASHINGTON, DC 20009",,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.917155,-77.041385,20009,1,1C,THIRD,303,1,ADAMS MORGAN BID,Nbclus_001
406987,2016-02-05T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"3210 GRACE ST NW, WASHINGTON, DC 20007",,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.903789,-77.06351,20007,2,2E,SECOND,206,4,GEORGETOWN BID,Nbclus_004
406988,2016-02-05T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"901 K ST NW, WASHINGTON, DC 20001",,2016-07-30T08:14:30.000Z,WASHINGTON,DC,38.902776,-77.025467,20001,2,2F,FIRST,101,8,DOWNTOWN BID,Nbclus_008
406989,2016-02-05T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"655 K ST NW 1,2, WASHINGTON, DC 20001",,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.902804,-77.020779,20001,6,2C,FIRST,102,8,MOUNT VERNON TRIANGLE CID,Nbclus_008
406990,2016-02-05T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3549 11TH ST NW, WASHINGTON, DC 20010",,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.934159,-77.028221,20010,1,1A,FOURTH,409,2,NONE,Nbclus_002
406991,2016-02-05T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"875 15TH ST NW, WASHINGTON, DC 20005",C-4,2016-07-30T08:14:30.000Z,WASHINGTON,DC,38.901089,-77.033398,20005,2,2F,SECOND,207,8,DOWNTOWN BID,Nbclus_008
406992,2016-02-05T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1250 I ST NW, WASHINGTON, DC 20005",C-4,2016-07-30T08:14:30.000Z,WASHINGTON,DC,38.900988,-77.029237,20005,2,2F,FIRST,101,8,DOWNTOWN BID,Nbclus_008
406993,2016-02-05T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1050 THOMAS JEFFERSON ST NW, WASHINGTON, DC 20007",W-3,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.903494,-77.060403,20007,2,2E,SECOND,206,4,GEORGETOWN BID,Nbclus_004
406994,2016-02-05T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1522 D ST NE, WASHINGTON, DC 20002",,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.894961,-76.982772,20002,6,6A,FIFTH,507,25,NONE,Nbclus_025
406995,2016-02-05T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1101 15TH ST NW, WASHINGTON, DC 20005",,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.903933,-77.034215,20005,2,2F,SECOND,207,8,DOWNTOWN BID,Nbclus_008
406996,2016-02-05T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"2000 L ST NW, WASHINGTON, DC 20036",,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.903408,-77.045785,20036,2,2A,SECOND,207,6,GOLDEN TRIANGLE BID,Nbclus_006
406997,2016-01-14T00:00:00.000Z,CONSTRUCTION,RETAINING WALL,PERMIT ISSUED,"2405 TRACY PL NW, WASHINGTON, DC 20008",,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.91646,-77.053023,20008,2,2D,SECOND,208,1,NONE,Nbclus_001
406998,2016-01-14T00:00:00.000Z,CONSTRUCTION,TENANT LAYOUT,PERMIT ISSUED,"1717 K ST NW, WASHINGTON, DC 20006",C-4,2016-05-26T15:55:41.000Z,WASHINGTON,DC,38.90284,-77.04025,20006,2,2B,SECOND,207,6,GOLDEN TRIANGLE BID,Nbclus_006
406288,2016-02-02T00:00:00.000Z,CONSTRUCTION,MISCELLANEOUS,PERMIT ISSUED,"413 H ST NE, WASHINGTON, DC 20002",,2016-07-18T08:11:27.000Z,WASHINGTON,DC,38.900014,-77.000025,20002,6,6C,FIRST,104,25,NONE,Nbclus_025
406289,2016-02-02T00:00:00.000Z,CONSTRUCTION,NEW BUILDING,PERMIT ISSUED,"3804 FORT LINCOLN DR NE, WASHINGTON, DC 20018",,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.922418,-76.951242,20018,5,5A,FIFTH,503,24,NONE,Nbclus_024
406290,2016-02-02T00:00:00.000Z,CONSTRUCTION,NEW BUILDING,PERMIT ISSUED,801 WHARF ST SW,W-1,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.879412,-77.025047,20024,6,6D,FIRST,105,9,NONE,Nbclus_009
406291,2016-02-02T00:00:00.000Z,CONSTRUCTION,RAZE,COMPLETED,"7205 GEORGIA AVE NW, WASHINGTON, DC 20012",R-5-B,2016-07-19T08:12:11.000Z,WASHINGTON,DC,38.977554,-77.026216,20012,4,4B,FOURTH,401,17,NONE,Nbclus_017
406292,2016-02-02T00:00:00.000Z,CONSTRUCTION,RAZE,COMPLETED,"7211 GEORGIA AVE NW, WASHINGTON, DC 20012",R-5-B,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.977718,-77.026219,20012,4,4B,FOURTH,401,17,NONE,Nbclus_017
406293,2016-02-02T00:00:00.000Z,CONSTRUCTION,RAZE,PERMIT ISSUED,"7203 GEORGIA AVE NW, WASHINGTON, DC 20012",R-5-B,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.977485,-77.026233,20012,4,4B,FOURTH,401,17,NONE,Nbclus_017
406294,2016-02-02T00:00:00.000Z,CONSTRUCTION,RAZE,PERMIT ISSUED,"7201 GEORGIA AVE NW, WASHINGTON, DC 20012",,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.977417,-77.026237,20012,4,4B,FOURTH,401,17,NONE,Nbclus_017
406295,2016-02-02T00:00:00.000Z,CONSTRUCTION,RAZE,PERMIT ISSUED,"7207 GEORGIA AVE NW, WASHINGTON, DC 20012",R-5-B,2016-07-30T08:14:30.000Z,WASHINGTON,DC,38.977616,-77.026205,20012,4,4B,FOURTH,401,17,NONE,Nbclus_017
406296,2016-02-02T00:00:00.000Z,CONSTRUCTION,RAZE,PERMIT ISSUED,"69 Q ST SW, WASHINGTON, DC 20024",CG/CR,2016-07-19T08:12:11.000Z,WASHINGTON,DC,38.870934,-77.011305,20024,6,6D,FIRST,105,9,NONE,Nbclus_009
406297,2016-02-02T00:00:00.000Z,CONSTRUCTION,RAZE,PERMIT ISSUED,"7207 GEORGIA AVE NW, WASHINGTON, DC 20012",R-5-B,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.977616,-77.026205,20012,4,4B,FOURTH,401,17,NONE,Nbclus_017
406298,2016-02-02T00:00:00.000Z,CONSTRUCTION,SIGN,PERMIT ISSUED,"2131 K ST NW, WASHINGTON, DC 20037",,2016-07-18T08:11:27.000Z,WASHINGTON,DC,38.902892,-77.047666,20037,2,2A,SECOND,207,6,GOLDEN TRIANGLE BID,Nbclus_006
406299,2016-02-02T00:00:00.000Z,CONSTRUCTION,SIGN,PERMIT ISSUED,"900 23RD ST NW, WASHINGTON, DC 20037",,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.901319,-77.050637,20037,2,2A,SECOND,207,5,NONE,Nbclus_005
406300,2016-02-02T00:00:00.000Z,CONSTRUCTION,SIGN,PERMIT ISSUED,"2112 VARNUM ST NE, WASHINGTON, DC 20018",,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.943137,-76.975069,20018,5,5A,FIFTH,503,20,NONE,Nbclus_020
406301,2016-02-02T00:00:00.000Z,CONSTRUCTION,SOLAR SYSTEM,PERMIT ISSUED,"1035 WAHLER PL SE, WASHINGTON, DC 20032",,2016-07-19T08:12:12.000Z,WASHINGTON,DC,38.834975,-76.989093,20032,8,8E,SEVENTH,706,39,NONE,Nbclus_039
406302,2016-02-02T00:00:00.000Z,CONSTRUCTION,SOLAR SYSTEM,COMPLETED,"3126 CHESTNUT ST NE, WASHINGTON, DC 20018",,2016-04-20T08:26:54.000Z,WASHINGTON,DC,38.931362,-76.961126,20018,5,5A,FIFTH,503,24,NONE,Nbclus_024
406303,2016-02-02T00:00:00.000Z,CONSTRUCTION,SOLAR SYSTEM,PERMIT ISSUED,"4316 E ST SE, WASHINGTON, DC 20019",,2016-04-20T08:26:54.000Z,WASHINGTON,DC,38.883375,-76.940746,20019,7,7A,SIXTH,604,33,NONE,Nbclus_033
406304,2016-02-02T00:00:00.000Z,CONSTRUCTION,SOLAR SYSTEM,COMPLETED,"4425 BROOKS ST NE, WASHINGTON, DC 20019",,2016-04-20T08:26:54.000Z,WASHINGTON,DC,38.893138,-76.938061,20019,7,7D,SIXTH,602,33,NONE,Nbclus_033
406305,2016-02-02T00:00:00.000Z,CONSTRUCTION,SOLAR SYSTEM,PERMIT ISSUED,"4926 3RD ST NW, WASHINGTON, DC 20011",,2016-04-20T08:26:54.000Z,WASHINGTON,DC,38.950923,-77.016104,20011,4,4D,FOURTH,407,18,NONE,Nbclus_018
406337,2016-01-14T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"4201 CATHEDRAL AVE NW, WASHINGTON, DC 20016",,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.930823,-77.082977,20016,3,3D,SECOND,205,14,NONE,Nbclus_014
406338,2016-01-14T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1789 MASSACHUSETTS AVE NW, WASHINGTON, DC 20036",,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.909225,-77.041464,20036,2,2B,SECOND,208,6,NONE,Nbclus_006
406340,2016-01-14T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"2821 11TH ST NW, WASHINGTON, DC 20001",R-4,2016-07-30T08:14:30.000Z,WASHINGTON,DC,38.926347,-77.026802,20001,1,1B,THIRD,304,2,NONE,Nbclus_002
406341,2016-01-14T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3900 WATSON PL NW, WASHINGTON, DC 20016",,2016-07-30T08:14:30.000Z,WASHINGTON,DC,38.9262,-77.079084,,3,3B,SECOND,204,14,NONE,Nbclus_014
406342,2016-01-14T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1500 16TH ST NW, WASHINGTON, DC 20036",,2016-07-30T08:14:30.000Z,WASHINGTON,DC,38.910034,-77.036879,20036,2,2B,SECOND,208,6,NONE,Nbclus_006
406343,2016-01-14T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"5721 6TH ST NW, WASHINGTON, DC 20011",R-2,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.9595,-77.020899,20011,4,4B,FOURTH,402,17,NONE,Nbclus_017
406344,2016-01-14T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"700 E ST SE, WASHINGTON, DC 20003",,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.882879,-76.995974,20003,6,6B,FIRST,107,26,CAPITOL HILL BID,Nbclus_026
406345,2016-01-14T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"1406 T ST NW, WASHINGTON, DC 20009",,2016-07-30T08:14:30.000Z,WASHINGTON,DC,38.915353,-77.032692,20009,2,2B,THIRD,301,3,NONE,Nbclus_003
406346,2016-01-14T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"3913 MCKINLEY ST NW, WASHINGTON, DC 20015",R-2,2016-08-03T08:09:07.000Z,WASHINGTON,DC,38.965155,-77.078154,20015,3,3G,SECOND,201,10,NONE,Nbclus_010
406347,2016-01-14T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,COMPLETED,"1209 QUEEN ST NE, WASHINGTON, DC 20002",R-4,2016-07-18T08:11:27.000Z,WASHINGTON,DC,38.906769,-76.986888,20002,5,5B,FIFTH,506,23,NONE,Nbclus_023
406348,2016-01-14T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"2412 FRANKLIN ST NE, WASHINGTON, DC 20018",,2016-07-30T08:14:30.000Z,WASHINGTON,DC,38.926238,-76.971385,20018,5,5B,FIFTH,503,22,NONE,Nbclus_022
406349,2016-01-14T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"513 CONSTITUTION AVE NE, WASHINGTON, DC 20002",CAP/R-4,2016-07-30T08:14:30.000Z,WASHINGTON,DC,38.891836,-76.998899,20002,6,6C,FIRST,107,26,NONE,Nbclus_026
406350,2016-01-14T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"243 54TH ST SE, WASHINGTON, DC 20019",,2016-07-18T08:11:27.000Z,WASHINGTON,DC,38.884529,-76.924075,20019,7,7E,SIXTH,604,33,NONE,Nbclus_033
406351,2016-01-14T00:00:00.000Z,CONSTRUCTION,ALTERATION AND REPAIR,PERMIT ISSUED,"1918 BILTMORE ST NW, WASHINGTON, DC 20009",R-5-B,2016-07-25T08:06:10.000Z,WASHINGTON,DC,38.922039,-77.04543,20009,1,1C,THIRD,303,1,NONE,Nbclus_001
